,TUMOR_CLASS,TUMOR_TYPE,channel,Min,Max,stddev
0,B,TA,B,82,247,25.12334298506581
0,B,TA,R,45,255,49.59191447549505
0,B,TA,G,13,238,47.26741026763702
0,B,TA,B,77,255,25.92526827078449
0,B,TA,R,48,255,47.5581525987683
0,B,TA,G,17,242,53.08903062767475
0,B,TA,B,84,255,25.849960297703298
0,B,TA,R,36,255,55.62311572903176
0,B,TA,G,6,240,55.77247017743567
0,B,TA,B,79,255,29.472974681902173
0,B,TA,R,31,255,39.20962503111717
0,B,TA,G,10,248,44.864761013311934
0,B,TA,B,41,255,34.06671685199267
0,B,TA,R,56,255,33.329941601822455
0,B,TA,G,16,241,43.538995210191
0,B,TA,B,61,255,29.757023761949615
0,B,TA,R,72,255,28.723454395259438
0,B,TA,G,23,235,32.5437707646479
0,B,TA,B,70,255,27.994552118573004
0,B,TA,R,39,255,38.096005005793934
0,B,TA,G,13,238,55.70182649946621
0,B,TA,B,49,255,35.11037975405093
0,B,TA,R,69,255,26.915518076483828
0,B,TA,G,20,240,36.63664194864499
0,B,TA,B,70,255,27.605267679638782
0,B,TA,R,87,255,28.639463770178956
0,B,TA,G,29,255,37.29724962413369
0,B,TA,B,84,255,28.409131062978208
0,B,TA,R,89,255,31.07184545889339
0,B,TA,G,29,255,36.89483172124055
0,B,TA,B,89,255,29.07807093828718
0,B,TA,R,37,255,38.980265780966285
0,B,TA,G,14,245,48.77182691101882
0,B,TA,B,43,255,36.580062403619834
0,B,TA,R,76,255,35.60192604067305
0,B,TA,G,23,255,39.79603959661278
0,B,TA,B,82,255,31.269626456217573
0,B,TA,R,23,255,39.84842459501687
0,B,TA,G,14,245,47.53552008005424
0,B,TA,B,20,255,36.55487078774663
0,B,TA,R,61,255,38.136451106409254
0,B,TA,G,23,255,44.99305472025257
0,B,TA,B,73,255,35.61271557555434
0,B,TA,R,67,255,39.728412185371724
0,B,TA,G,19,255,50.997279743263995
0,B,TA,B,69,255,36.68492857249886
0,B,TA,R,68,255,35.260222722046265
0,B,TA,G,3,253,38.81110338849623
0,B,TA,B,68,255,32.212059970615805
0,B,TA,R,59,255,38.38926445946554
0,B,TA,G,9,241,48.63043967725153
0,B,TA,B,57,255,33.867419301388026
0,B,TA,R,62,255,35.96174540179565
0,B,TA,G,7,250,41.39279655678468
0,B,TA,B,60,255,33.17451473638449
0,B,TA,R,58,255,34.08054231991896
0,B,TA,G,21,255,36.218187286442244
0,B,TA,B,63,255,28.93652435343601
0,B,TA,R,52,255,36.15967036958001
0,B,TA,G,10,253,43.98677501721246
0,B,TA,B,59,255,33.679876587044646
0,B,TA,R,84,255,34.90300638413954
0,B,TA,G,17,255,41.956418873705445
0,B,TA,B,94,255,31.428464474276076
0,B,TA,R,73,255,34.02660304925772
0,B,TA,G,33,255,38.54473094340947
0,B,TA,B,89,255,31.339496303660944
0,B,TA,R,76,255,34.60070548017398
0,B,TA,G,24,255,40.38524491831565
0,B,TA,B,70,255,32.810767183162255
0,B,TA,R,66,255,34.92654306276243
0,B,TA,G,25,255,37.73388525573326
0,B,TA,B,73,255,30.8344050209262
0,B,TA,R,58,255,35.444913815579426
0,B,TA,G,20,234,40.50468471438204
0,B,TA,B,47,255,30.484180419421204
0,B,TA,R,76,255,36.211607466206104
0,B,TA,G,24,255,41.315211617713665
0,B,TA,B,69,255,31.675346366574455
0,B,TA,R,73,255,32.435142964118405
0,B,TA,G,32,255,37.706361414446306
0,B,TA,B,72,255,29.218955336473172
0,B,TA,R,65,255,37.887987971587414
0,B,TA,G,17,255,41.069246366618245
0,B,TA,B,55,255,32.76527279872608
0,B,TA,R,74,255,36.95939385270341
0,B,TA,G,22,255,39.77814101943997
0,B,TA,B,76,255,32.446282465882874
0,B,TA,R,80,255,28.961968529708827
0,B,TA,G,31,255,33.63329426540093
0,B,TA,B,74,255,26.995476271139523
0,B,TA,R,72,255,37.92585130131884
0,B,TA,G,24,255,39.829375614313584
0,B,TA,B,77,255,33.02805140310462
0,B,TA,R,84,255,34.38480312043199
0,B,TA,G,18,255,39.20981113574593
0,B,TA,B,77,255,33.29133843889368
0,B,TA,R,79,255,32.72563417581704
0,B,TA,G,26,255,40.11739096512884
0,B,TA,B,76,255,31.72917016171753
0,B,TA,R,68,255,36.56808909181829
0,B,TA,G,20,255,40.30066752384868
0,B,TA,B,70,255,32.15830238062474
0,B,TA,R,54,255,37.1978357698768
0,B,TA,G,18,255,36.07339841558109
0,B,TA,B,54,255,31.91434595172278
0,B,TA,R,72,255,33.85102051267622
0,B,TA,G,29,255,40.46530664490998
0,B,TA,B,82,255,30.57146471315893
0,B,TA,R,81,255,36.55737057826062
0,B,TA,G,20,255,42.453915561043935
0,B,TA,B,87,255,32.97619675792721
0,B,TA,R,59,255,38.27691346754156
0,B,TA,G,15,248,41.00677704001382
0,B,TA,B,56,255,32.843997752721314
0,B,TA,R,54,255,15.277569573843422
0,B,TA,G,31,255,20.63039669856697
0,B,TA,B,63,255,14.209424147147327
0,B,TA,R,52,255,18.015869514364788
0,B,TA,G,47,255,22.474418673340367
0,B,TA,B,78,255,16.267795042477875
0,B,TA,R,25,255,17.18378850504749
0,B,TA,G,31,254,21.52907475433571
0,B,TA,B,42,255,15.602717769962501
0,B,TA,R,50,255,14.676236603955365
0,B,TA,G,45,255,18.86885337298595
0,B,TA,B,55,255,14.072489596359459
0,B,TA,R,55,255,13.880728041666051
0,B,TA,G,51,254,16.573751773954623
0,B,TA,B,72,255,13.432443054931648
0,B,TA,R,54,255,15.206733381147142
0,B,TA,G,48,254,18.01591106667884
0,B,TA,B,67,255,14.29155723425004
0,B,TA,R,55,255,16.450098547362224
0,B,TA,G,50,253,20.50851641502187
0,B,TA,B,78,255,15.730931108057327
0,B,TA,R,29,255,16.605077339804847
0,B,TA,G,24,252,20.24301641200166
0,B,TA,B,48,255,15.5306969068139
0,B,TA,R,22,255,16.78318995742874
0,B,TA,G,44,255,21.30947075287064
0,B,TA,B,25,255,15.116787258950389
0,B,TA,R,34,255,16.177330559636896
0,B,TA,G,34,255,20.359516928324066
0,B,TA,B,29,255,15.171131943788344
0,B,TA,R,69,255,16.519990114248277
0,B,TA,G,70,252,20.95099238043764
0,B,TA,B,78,255,14.878774215331095
0,B,TA,R,62,255,18.06149133619513
0,B,TA,G,58,253,21.658003765894104
0,B,TA,B,64,255,16.633656156722388
0,B,TA,R,62,255,18.58146842785633
0,B,TA,G,55,254,22.84577904668587
0,B,TA,B,77,255,17.001789526650455
0,B,TA,R,65,255,14.606112301748057
0,B,TA,G,56,254,17.580948873248648
0,B,TA,B,62,255,13.754083975440587
0,B,TA,R,38,255,15.953523352133875
0,B,TA,G,43,252,20.191006104761406
0,B,TA,B,47,255,14.63585939695544
0,B,TA,R,52,255,16.430652013521758
0,B,TA,G,41,253,20.34653715803194
0,B,TA,B,58,255,15.247684198682338
0,B,TA,R,101,221,11.026852547424715
0,B,TA,G,79,217,14.770115619590241
0,B,TA,B,113,234,10.401293773779932
0,B,TA,R,85,219,13.99671540346415
0,B,TA,G,83,216,18.317586400175955
0,B,TA,B,103,226,12.020326263025552
0,B,TA,R,86,226,14.26543031771042
0,B,TA,G,78,221,19.509737973930275
0,B,TA,B,101,226,12.263358676636136
0,B,TA,R,94,226,12.469631727855024
0,B,TA,G,79,219,15.932092629827672
0,B,TA,B,93,235,11.585332010155684
0,B,TA,R,109,229,9.846016588036665
0,B,TA,G,88,222,14.241857686279126
0,B,TA,B,114,228,9.99033083827022
0,B,TA,R,88,223,11.963579728111151
0,B,TA,G,72,219,16.1019091912247
0,B,TA,B,89,231,10.219144658566927
0,B,TA,R,65,222,13.732754490360197
0,B,TA,G,66,219,17.209930028839384
0,B,TA,B,87,231,12.102590085905463
0,B,TA,R,93,226,13.813086542235881
0,B,TA,G,78,220,18.300534286156587
0,B,TA,B,97,229,12.43035123948649
0,B,TA,R,88,220,13.303831535814888
0,B,TA,G,84,222,18.084619230333477
0,B,TA,B,76,224,11.692615507059232
0,B,TA,R,72,222,13.55580023378761
0,B,TA,G,77,219,18.403524981304482
0,B,TA,B,98,229,12.191363032700997
0,B,TA,R,85,219,13.641216317845814
0,B,TA,G,84,219,17.778633736770505
0,B,TA,B,95,236,11.679687287032326
0,B,TA,R,85,219,9.999765205394901
0,B,TA,G,84,222,15.481067118592009
0,B,TA,B,98,227,10.284397561941036
0,B,TA,R,96,223,13.575491439550289
0,B,TA,G,85,219,17.334739385243928
0,B,TA,B,105,230,11.627739147425018
0,B,TA,R,73,219,11.518727469786052
0,B,TA,G,70,217,15.765798583717842
0,B,TA,B,68,229,10.8245744453316
0,B,TA,R,88,219,13.042865651452043
0,B,TA,G,81,217,16.89026082992153
0,B,TA,B,106,235,11.703626847829065
0,B,TA,R,95,221,11.267753108948229
0,B,TA,G,82,220,15.651086892471932
0,B,TA,B,110,225,10.430899035898877
0,B,TA,R,104,242,11.471089612309356
0,B,TA,G,90,247,17.808527376288644
0,B,TA,B,140,250,10.604928174495255
0,B,TA,R,88,243,14.841151702972505
0,B,TA,G,80,246,21.905436258733136
0,B,TA,B,126,251,12.592049941524973
0,B,TA,R,99,241,17.272035579346024
0,B,TA,G,80,244,25.508050439940458
0,B,TA,B,111,249,13.318342276455597
0,B,TA,R,98,240,17.018701373550122
0,B,TA,G,80,245,25.74900556205509
0,B,TA,B,131,247,13.254564040583647
0,B,TA,R,105,240,13.323786696879644
0,B,TA,G,92,245,19.534610218721078
0,B,TA,B,138,249,11.021217161747487
0,B,TA,R,105,244,13.815056959782833
0,B,TA,G,86,250,20.30333206315628
0,B,TA,B,125,252,12.290071050584494
0,B,TA,R,90,247,17.89609793780193
0,B,TA,G,78,246,24.987549764763852
0,B,TA,B,121,252,13.892667697336218
0,B,TA,R,101,242,16.66112591916891
0,B,TA,G,86,248,24.358313739614452
0,B,TA,B,128,250,13.345717785141446
0,B,TA,R,96,239,17.798827827923436
0,B,TA,G,77,243,25.825279029507694
0,B,TA,B,123,247,13.312469954883607
0,B,TA,R,80,243,16.521181672977324
0,B,TA,G,73,247,23.59597664185398
0,B,TA,B,104,249,12.866284792356057
0,B,TA,R,93,246,15.442908334556657
0,B,TA,G,81,248,23.83056328943218
0,B,TA,B,131,251,13.26388841512376
0,B,TA,R,85,239,20.265364909445047
0,B,TA,G,74,245,27.50527601093202
0,B,TA,B,88,247,14.692990016467032
0,B,TA,R,95,242,17.461126155578523
0,B,TA,G,73,243,23.95858126830435
0,B,TA,B,129,250,12.61277663058989
0,B,TA,R,84,243,19.240977485221094
0,B,TA,G,77,245,26.562386710323633
0,B,TA,B,123,250,14.447314560577267
0,B,TA,R,97,240,17.750537338373796
0,B,TA,G,78,250,26.493833064167926
0,B,TA,B,115,253,14.269208662688081
0,B,TA,R,76,240,18.626136622537015
0,B,TA,G,72,247,26.533565623028082
0,B,TA,B,93,248,14.277309424461878
0,B,TA,R,48,236,12.752350927271507
0,B,TA,G,49,236,13.588780195481593
0,B,TA,B,69,248,13.391189479802117
0,B,TA,R,34,235,13.184901143593875
0,B,TA,G,19,232,14.07735424202924
0,B,TA,B,50,248,13.841557465283044
0,B,TA,R,31,238,13.8653423977316
0,B,TA,G,36,232,14.724197811832106
0,B,TA,B,32,252,14.492452515978687
0,B,TA,R,20,242,13.76665323521013
0,B,TA,G,26,236,15.472789875788173
0,B,TA,B,21,253,14.463108150542599
0,B,TA,R,58,241,12.687999401514885
0,B,TA,G,59,237,13.316866366632294
0,B,TA,B,68,255,13.487306427687699
0,B,TA,R,13,234,14.37884375790595
0,B,TA,G,12,232,16.12702091101555
0,B,TA,B,35,251,15.0669927265552
0,B,TA,R,59,233,13.025815252451622
0,B,TA,G,57,238,14.2409710002881
0,B,TA,B,63,252,13.926008436002267
0,B,TA,R,29,237,13.945025605214402
0,B,TA,G,19,236,14.593483947236841
0,B,TA,B,23,255,14.648125184732889
0,B,TA,R,31,235,11.321786937432586
0,B,TA,G,32,228,12.932338779431916
0,B,TA,B,36,242,12.162168166665216
0,B,TA,R,38,237,14.927212557295286
0,B,TA,G,20,234,15.659484821239374
0,B,TA,B,50,254,15.34048704047341
0,B,TA,R,60,251,11.065748013557835
0,B,TA,G,49,245,11.960817803445078
0,B,TA,B,81,251,12.329793750518133
0,B,TA,R,22,240,14.5578193007352
0,B,TA,G,22,233,16.09213704967341
0,B,TA,B,10,254,15.151529816231193
0,B,TA,R,79,242,14.301090404075383
0,B,TA,G,59,231,16.907866769074182
0,B,TA,B,72,254,14.940853281736642
0,B,TA,R,39,255,14.24055967649579
0,B,TA,G,41,255,15.18620438508051
0,B,TA,B,82,255,14.715168500013748
0,B,TA,R,63,237,14.45513934077979
0,B,TA,G,60,235,17.075172509614152
0,B,TA,B,73,255,15.176674784277543
0,B,TA,R,48,235,11.936002027400994
0,B,TA,G,41,239,12.697354669779173
0,B,TA,B,57,248,12.752332791036803
0,B,TA,R,0,255,54.07623125584134
0,B,TA,G,0,255,55.88212940632329
0,B,TA,B,0,255,46.763193031618414
0,B,TA,R,0,255,34.94666482943751
0,B,TA,G,0,255,36.835655536425335
0,B,TA,B,3,255,30.356080498356707
0,B,TA,R,0,255,45.33127872452336
0,B,TA,G,0,255,49.258751086450935
0,B,TA,B,0,255,36.18019151910661
0,B,TA,R,0,255,34.45282167740135
0,B,TA,G,0,255,38.558481119033296
0,B,TA,B,0,255,34.01734680189362
0,B,TA,R,0,255,46.519321450811
0,B,TA,G,0,255,48.931576878502675
0,B,TA,B,0,255,39.28356271105605
0,B,TA,R,0,255,39.79716379043539
0,B,TA,G,0,255,43.70014059888116
0,B,TA,B,0,255,34.728580654582686
0,B,TA,R,0,255,37.18914282863898
0,B,TA,G,0,255,39.627524501743736
0,B,TA,B,0,255,32.078539897061745
0,B,TA,R,0,255,47.03888903727304
0,B,TA,G,0,255,48.716527355994096
0,B,TA,B,0,255,42.39417749353755
0,B,TA,R,0,255,33.05241982772916
0,B,TA,G,0,255,35.906413487069614
0,B,TA,B,0,255,31.643968234767122
0,B,TA,R,0,255,38.249126089703616
0,B,TA,G,0,255,45.92206089705337
0,B,TA,B,0,255,37.20404032984864
0,B,TA,R,0,255,33.0599973140828
0,B,TA,G,0,255,34.706699639617995
0,B,TA,B,0,255,29.971497152798104
0,B,TA,R,0,255,33.96730352289623
0,B,TA,G,0,255,37.69520748140374
0,B,TA,B,0,255,33.2201672732666
0,B,TA,R,0,255,35.5824846868948
0,B,TA,G,0,255,38.19677698335554
0,B,TA,B,0,255,33.56366413486382
0,B,TA,R,0,255,47.3751529405341
0,B,TA,G,0,255,50.088268553350346
0,B,TA,B,0,255,40.82730134016219
0,B,TA,R,0,255,37.50928713381254
0,B,TA,G,0,255,40.35549691870649
0,B,TA,B,0,255,33.10270849279859
0,B,TA,R,0,255,42.43300094345127
0,B,TA,G,0,255,44.820127355772264
0,B,TA,B,0,255,38.93318986550954
0,B,TA,R,0,255,43.437410217955545
0,B,TA,G,0,255,46.0643407274939
0,B,TA,B,0,255,39.73284291664907
0,B,TA,R,0,255,44.294007251666805
0,B,TA,G,0,255,46.18377307638632
0,B,TA,B,0,255,39.192050378167075
0,B,TA,R,33,255,32.30349633127779
0,B,TA,G,33,255,35.58820468988106
0,B,TA,B,23,247,24.411625129306806
0,B,TA,R,74,255,18.49024578352859
0,B,TA,G,61,255,24.717808930769426
0,B,TA,B,72,255,18.278243437208918
0,B,TA,R,57,255,21.708263989345543
0,B,TA,G,52,255,24.406866387481198
0,B,TA,B,56,255,18.841728060159536
0,B,TA,R,80,255,21.914659237130156
0,B,TA,G,75,255,24.54277137773412
0,B,TA,B,73,255,16.744975411277387
0,B,TA,R,34,254,25.93249728428115
0,B,TA,G,24,249,29.231870883798518
0,B,TA,B,46,255,21.063856941984692
0,B,TA,R,44,255,29.932896883870274
0,B,TA,G,57,255,34.830981906511
0,B,TA,B,38,255,20.19454493448432
0,B,TA,R,71,255,34.64336121564378
0,B,TA,G,46,255,38.32566973316324
0,B,TA,B,67,255,24.13334009119052
0,B,TA,R,11,255,28.52284130784785
0,B,TA,G,1,248,31.5768442845205
0,B,TA,B,27,253,25.484073589774866
0,B,TA,R,49,251,33.518641513082365
0,B,TA,G,52,243,37.08485910035562
0,B,TA,B,58,250,25.689415315291697
0,B,TA,R,56,255,26.67295594757597
0,B,TA,G,50,253,29.863194321430356
0,B,TA,B,56,255,22.11846355280516
0,B,TA,R,53,255,27.99920548974944
0,B,TA,G,50,246,29.993345961617813
0,B,TA,B,40,251,21.025077119865536
0,B,TA,R,33,255,29.786087038652546
0,B,TA,G,53,255,37.2564703907907
0,B,TA,B,28,255,23.64844869032392
0,B,TA,R,52,255,32.93769655726203
0,B,TA,G,43,255,35.12511049632258
0,B,TA,B,63,255,24.510643991942064
0,B,TA,R,59,255,23.527670281928536
0,B,TA,G,53,248,26.523269809934735
0,B,TA,B,60,252,19.178764987678367
0,B,TA,R,39,247,25.53116330923831
0,B,TA,G,35,245,28.486810612258523
0,B,TA,B,38,250,20.057390162740983
0,B,TA,R,64,255,23.890422573490202
0,B,TA,G,63,255,26.91693100972138
0,B,TA,B,74,255,18.278750311088285
0,B,TA,R,45,255,21.730317354599684
0,B,TA,G,39,255,24.917142475176938
0,B,TA,B,36,255,19.680434353935198
0,B,TA,R,52,255,30.29800381192634
0,B,TA,G,42,255,34.64024455108933
0,B,TA,B,41,255,20.717829876796106
0,B,TA,R,47,255,20.059232491657912
0,B,TA,G,58,255,23.012023986861138
0,B,TA,B,79,255,16.99118316358003
0,B,TA,R,33,255,25.89736982285644
0,B,TA,G,16,255,28.91282067829762
0,B,TA,B,29,255,18.12208500111222
0,B,TA,R,32,255,28.542935167199342
0,B,TA,G,38,255,33.02649478967262
0,B,TA,B,42,255,19.787428633883735
0,B,TA,R,62,255,33.72349867218271
0,B,TA,G,39,255,40.21843515054265
0,B,TA,B,48,255,24.616728835752408
0,B,TA,R,34,255,34.21104036645609
0,B,TA,G,35,255,41.21501431466439
0,B,TA,B,34,255,25.15719396794326
0,B,TA,R,52,255,33.265998833816546
0,B,TA,G,42,255,39.38130672968615
0,B,TA,B,66,255,25.052319169294126
0,B,TA,R,41,255,37.755844582884905
0,B,TA,G,11,255,45.78247147215991
0,B,TA,B,37,255,27.165649154360718
0,B,TA,R,20,255,36.919865130474385
0,B,TA,G,29,255,41.20737835601544
0,B,TA,B,26,255,24.99404898282913
0,B,TA,R,78,255,37.7551448671369
0,B,TA,G,60,255,46.160648761073496
0,B,TA,B,98,255,27.249145964035204
0,B,TA,R,12,255,35.496550259429334
0,B,TA,G,31,255,41.180159115646056
0,B,TA,B,21,255,26.096380430362533
0,B,TA,R,52,255,31.495607682720976
0,B,TA,G,43,255,37.11239266268064
0,B,TA,B,66,255,22.706119013176906
0,B,TA,R,12,255,32.87798391094475
0,B,TA,G,28,255,36.5656765316312
0,B,TA,B,28,255,21.31546696143605
0,B,TA,R,55,255,37.98113859736616
0,B,TA,G,47,255,45.08880478481924
0,B,TA,B,53,255,26.27861098312071
0,B,TA,R,0,255,39.119966033162335
0,B,TA,G,0,255,38.937455678449595
0,B,TA,B,4,255,34.70081900701608
0,B,TA,R,0,255,28.89125368379608
0,B,TA,G,0,255,28.663680505758062
0,B,TA,B,4,255,27.071283593092605
0,B,TA,R,0,255,37.304052581202555
0,B,TA,G,0,255,41.722429395737045
0,B,TA,B,0,255,36.5510626391792
0,B,TA,R,0,255,35.19062270595568
0,B,TA,G,0,255,37.18829213358947
0,B,TA,B,0,255,32.96760948457834
0,B,TA,R,0,255,31.150438517418415
0,B,TA,G,0,255,30.04664169921467
0,B,TA,B,3,255,27.270161889769287
0,B,TA,R,4,255,29.93061746866607
0,B,TA,G,0,255,30.00003075496655
0,B,TA,B,0,255,27.676848669169793
0,B,TA,R,0,255,28.87629899820869
0,B,TA,G,1,255,29.48611216070642
0,B,TA,B,0,255,26.83208888613989
0,B,TA,R,0,255,42.886322946358256
0,B,TA,G,0,255,45.033043274304866
0,B,TA,B,0,255,38.583962076177826
0,B,TA,R,0,255,39.90637341420088
0,B,TA,G,0,255,41.731196179616084
0,B,TA,B,3,255,35.3053696169656
0,B,TA,R,1,255,34.09085248634402
0,B,TA,G,0,255,33.859840034970894
0,B,TA,B,4,255,29.75069930893627
0,B,TA,R,0,255,34.96963295125368
0,B,TA,G,1,255,35.46556072406351
0,B,TA,B,0,255,32.21699484581301
0,B,TA,R,0,255,32.69064144115302
0,B,TA,G,0,255,34.520246995264756
0,B,TA,B,0,255,30.493210610701993
0,B,TA,R,0,255,38.298378907028926
0,B,TA,G,0,255,39.13482566454443
0,B,TA,B,0,255,36.00672945428357
0,B,TA,R,0,255,45.54632108095535
0,B,TA,G,0,255,45.750003039118965
0,B,TA,B,0,255,44.29362232619385
0,B,TA,R,0,255,38.31408968262707
0,B,TA,G,0,255,38.79226698997406
0,B,TA,B,0,255,35.781727466887766
0,B,TA,R,0,255,36.43053594033824
0,B,TA,G,0,255,37.48162518484341
0,B,TA,B,3,255,34.16418493513233
0,B,TA,R,0,255,34.48798266224522
0,B,TA,G,10,255,51.584564672375386
0,B,TA,B,23,255,36.24225941211993
0,B,TA,R,15,255,33.15951263515953
0,B,TA,G,0,255,53.40767548005485
0,B,TA,B,3,255,37.45659112469902
0,B,TA,R,7,255,29.543457962552072
0,B,TA,G,7,255,42.75860835850732
0,B,TA,B,8,255,30.029773025364893
0,B,TA,R,6,255,29.431557744798916
0,B,TA,G,0,255,49.28423025101609
0,B,TA,B,2,255,34.088956715200176
0,B,TA,R,10,255,31.705513293769062
0,B,TA,G,3,255,42.41993561219309
0,B,TA,B,5,255,32.21251383238324
0,B,TA,R,52,255,27.536194634044126
0,B,TA,G,38,255,49.1900184864055
0,B,TA,B,57,255,32.69527772597916
0,B,TA,R,33,255,25.99478953955394
0,B,TA,G,13,255,34.46775180249046
0,B,TA,B,24,255,24.774118826268257
0,B,TA,R,14,255,30.327142811439348
0,B,TA,G,5,255,40.55057656944412
0,B,TA,B,0,255,31.24618059822062
0,B,TA,R,16,255,30.209389208290006
0,B,TA,G,11,255,50.086584776632385
0,B,TA,B,15,255,33.88061685680909
0,B,TA,R,6,255,23.688995655824368
0,B,TA,G,0,255,31.439787752421722
0,B,TA,B,23,255,23.366560456555003
0,B,TA,R,25,255,32.647380445094484
0,B,TA,G,8,255,47.584730287355306
0,B,TA,B,25,255,34.19706925918306
0,B,TA,R,5,255,29.12464648096864
0,B,TA,G,0,255,39.57034787680428
0,B,TA,B,15,255,28.966905505987157
0,B,TA,R,6,255,33.45464134107409
0,B,TA,G,0,255,47.40321512771497
0,B,TA,B,21,255,35.19188647640654
0,B,TA,R,29,255,29.7518933786695
0,B,TA,G,7,255,57.18831975874065
0,B,TA,B,41,255,37.382265116017045
0,B,TA,R,52,255,25.830896482630443
0,B,TA,G,32,255,35.32222768701582
0,B,TA,B,58,255,24.230304089478977
0,B,TA,R,54,255,26.696693048808164
0,B,TA,G,48,255,42.681093661204436
0,B,TA,B,72,255,28.481354657851696
0,B,TA,R,0,255,24.635719851135086
0,B,TA,G,1,255,35.279554186101414
0,B,TA,B,16,255,26.232533869622706
0,B,TA,R,60,248,27.506611508888188
0,B,TA,G,44,248,45.188639251131335
0,B,TA,B,70,255,28.198221138281966
0,B,TA,R,42,252,26.450983507778165
0,B,TA,G,33,239,38.43732479054251
0,B,TA,B,49,252,25.799783540813454
0,B,TA,R,36,245,28.590001456986307
0,B,TA,G,25,237,42.27424576524758
0,B,TA,B,46,251,27.517606533798247
0,B,TA,R,57,242,21.237481677511173
0,B,TA,G,51,246,31.269970695557447
0,B,TA,B,79,255,20.78134435369451
0,B,TA,R,64,247,24.887388861366524
0,B,TA,G,38,246,37.318849535058526
0,B,TA,B,74,250,24.463546284079968
0,B,TA,R,40,240,22.15381779264986
0,B,TA,G,40,246,33.01939602623799
0,B,TA,B,67,255,21.86339244032481
0,B,TA,R,51,245,27.474946000133738
0,B,TA,G,42,243,37.56359124833827
0,B,TA,B,64,252,24.180467086997034
0,B,TA,R,66,244,24.86567777607146
0,B,TA,G,50,249,35.99063981270263
0,B,TA,B,80,255,23.72528213261805
0,B,TA,R,39,251,30.924110891106665
0,B,TA,G,24,233,36.899637518514496
0,B,TA,B,50,253,25.350039051434443
0,B,TA,R,54,251,30.81716737422286
0,B,TA,G,35,236,35.371314359554056
0,B,TA,B,66,247,24.481037753580125
0,B,TA,R,44,252,28.867787028221574
0,B,TA,G,37,244,35.53629959018405
0,B,TA,B,69,255,24.297287404855
0,B,TA,R,52,251,24.02551378694931
0,B,TA,G,34,242,33.20948195426271
0,B,TA,B,58,255,21.7951322079788
0,B,TA,R,39,241,31.41975749612377
0,B,TA,G,33,249,40.94165903277767
0,B,TA,B,58,255,26.8506723695263
0,B,TA,R,25,246,30.168442493746895
0,B,TA,G,23,238,38.79039718576647
0,B,TA,B,38,255,26.17473215250601
0,B,TA,R,42,241,27.66665702788764
0,B,TA,G,37,242,36.67635020126825
0,B,TA,B,69,254,23.95181411298757
0,B,TA,R,32,255,27.406199334121176
0,B,TA,G,17,237,33.68774734576891
0,B,TA,B,34,255,23.60074121875253
0,B,TA,R,54,227,25.181272395489614
0,B,TA,G,35,234,42.43864979574822
0,B,TA,B,83,242,24.46007686444697
0,B,TA,R,65,237,26.53988373907606
0,B,TA,G,33,232,45.7307632151462
0,B,TA,B,76,229,26.569231682565537
0,B,TA,R,48,223,34.31289108449257
0,B,TA,G,21,228,61.4684019482175
0,B,TA,B,58,227,37.20649942930093
0,B,TA,R,50,233,31.814582907211243
0,B,TA,G,23,226,51.56641977252974
0,B,TA,B,61,229,32.6669543434598
0,B,TA,R,39,230,28.262818389511438
0,B,TA,G,25,227,48.4237413601865
0,B,TA,B,49,228,29.44424487449911
0,B,TA,R,53,227,28.714349866602927
0,B,TA,G,30,232,49.034194763155355
0,B,TA,B,67,227,30.111085870602164
0,B,TA,R,23,233,33.96550365707341
0,B,TA,G,20,221,41.9666270467328
0,B,TA,B,44,224,27.79452131207863
0,B,TA,R,29,219,24.100924332657364
0,B,TA,G,14,222,39.84194195710632
0,B,TA,B,50,229,23.887200272902096
0,B,TA,R,60,222,25.641217344872807
0,B,TA,G,35,230,39.450117519035736
0,B,TA,B,81,225,24.257113452234847
0,B,TA,R,49,218,26.46500622087672
0,B,TA,G,22,231,45.14071656344994
0,B,TA,B,71,230,25.918579570065486
0,B,TA,R,47,233,28.337390084896114
0,B,TA,G,26,223,41.738511197573054
0,B,TA,B,74,230,25.133778391171024
0,B,TA,R,43,225,27.241965502939955
0,B,TA,G,32,229,45.766410652312935
0,B,TA,B,52,228,26.784644366825862
0,B,TA,R,52,221,21.141614418598273
0,B,TA,G,29,229,35.185755242940516
0,B,TA,B,74,231,21.085119547553496
0,B,TA,R,49,225,31.346543043859686
0,B,TA,G,25,230,47.87320210974336
0,B,TA,B,66,228,29.73500716103538
0,B,TA,R,30,220,28.45502925467496
0,B,TA,G,23,230,44.15510736746951
0,B,TA,B,41,235,26.34791806884896
0,B,TA,R,27,236,29.715898703857665
0,B,TA,G,25,225,43.44284286342326
0,B,TA,B,52,226,25.621804084946454
0,B,TA,R,47,214,29.08260486614079
0,B,TA,G,20,218,43.50575089172365
0,B,TA,B,73,224,26.73521023816563
0,B,TA,R,18,255,28.19573099663393
0,B,TA,G,0,255,43.283233850625685
0,B,TA,B,28,255,32.24069637389163
0,B,TA,R,0,255,28.823995878847665
0,B,TA,G,0,255,33.249233198874045
0,B,TA,B,2,255,28.215670491987932
0,B,TA,R,41,255,20.931633233298314
0,B,TA,G,52,255,25.702718192470073
0,B,TA,B,42,255,21.449382025155515
0,B,TA,R,0,255,28.560892274621096
0,B,TA,G,0,255,33.844027703229955
0,B,TA,B,0,255,29.326755067973917
0,B,TA,R,14,255,21.896717925655135
